018488|C00046474|00001|2013|210|210|1
038544|C00046474|00001|2013|210|420|2
049536|C00046474|00001|2013|210|630|3
056798|C00216614|00023|2013|300|300|1
046999|C00034157|00646|2013|416|416|1
063656|C00219642|00646|2013|250|666|2
056800|C00216614|00743|2013|2000|2000|1
076876|C00003418|00804|2013|250|250|1
029732|C00012245|00918|2013|416|416|1
082808|C00012245|00918|2013|416|832|2
021592|C00385773|00927|2013|2600|2600|1
073420|C00003418|01056|2013|275|275|1
000266|C00285171|01060|2013|1000|1000|1
022714|C00158881|01062|2013|250|250|1
032085|C00158881|01062|2013|250|500|2
053292|C00158881|01062|2013|250|750|3
071474|C00003418|01085|2013|220|220|1
071479|C00003418|01085|2013|220|720|2
072520|C00003418|01085|2013|245|965|3
072020|C00003418|01240|2013|250|250|1
073709|C00003418|01240|2013|250|525|2
032093|C00158881|01301|2013|200|200|1
053288|C00158881|01301|2013|200|400|2
049708|C00053553|01342|2013|250|250|1
050324|C00053553|01342|2013|250|550|2
050325|C00053553|01342|2013|300|850|3
069446|C00495028|01450|2013|250|250|1
069468|C00495028|01450|2013|250|500|2
069469|C00495028|01450|2013|250|750|3
009690|C00541227|01451|2013|2600|2600|1
030244|C00384818|01460|2013|200|200|1
032321|C00384818|01460|2013|200|400|2
047938|C00384818|01460|2013|200|600|3
024974|C00000422|01462|2013|200|200|1
011479|C00384818|01569|2013|500|500|1
079367|C00000901|01602|2013|250|250|1
077118|C00003418|01610|2013|750|750|1
011466|C00384818|01720|2013|500|500|1
018524|C00401299|01720|2013|384|884|2
030235|C00384818|01720|2013|384|1134|3
032309|C00384818|01720|2013|250|1384|4
047958|C00384818|01720|2013|250|1634|5
049584|C00401299|01720|2013|250|2210|6
065377|C00437293|01730|2013|250|250|1
022204|C00462861|01742|2013|1000|1000|1
038805|C00408088|01742|2013|1000|3400|2
060626|C00048702|01742|2013|1000|3816|3
073970|C00003418|01742|2013|416|4091|4
038946|C00500843|01749|2013|225|225|1
076418|C00003418|01752|2013|250|250|1
077807|C00003418|01752|2013|250|750|2
063029|C00137265|01760|2013|415|415|1
063830|C00137265|01760|2013|415|830|2
075125|C00003418|01772|2013|200|200|1
018533|C00401299|01776|2013|240|240|1
049599|C00401299|01776|2013|240|600|2
054254|C00193623|01776|2013|360|3200|3
016433|C00318196|01778|2013|250|250|1
039634|C00542407|01801|2013|250|250|1
016418|C00318196|01810|2013|1000|1000|1
021818|C00433136|01810|2013|1000|3600|2
054473|C00458828|01810|2013|1000|1700|3
054474|C00458828|01810|2013|1000|3600|4
063840|C00137265|01810|2013|1900|6100|5
076376|C00003418|01810|2013|1000|6320|6
073270|C00003418|01845|2013|200|200|1
059079|C00544536|01851|2013|2600|2600|1
079379|C00000901|01851|2013|1666|4266|2
018526|C00401299|01886|2013|230|230|1
049586|C00401299|01886|2013|230|576|2
036292|C00193433|01887|2013|500|500|1
039734|C00349506|01887|2013|500|1500|2
049099|C00193433|01887|2013|500|1700|3
049100|C00193433|01887|2013|500|2700|4
080493|C00040998|01887|2013|500|3012|5
016450|C00318196|01890|2013|2400|2400|1
016486|C00318196|01890|2013|2400|4800|2
043646|C00343459|01908|2013|1000|1000|1
016501|C00318196|01915|2013|1000|1000|1
016502|C00318196|01915|2013|400|1400|2
016420|C00318196|01921|2013|1000|1000|1
016421|C00318196|01921|2013|600|1600|2
016422|C00318196|01921|2013|600|2000|3
016515|C00318196|01921|2013|600|3600|4
016516|C00318196|01921|2013|600|4000|5
016490|C00318196|01929|2013|1600|1600|1
016491|C00318196|01929|2013|1600|4000|2
016443|C00318196|01930|2013|2400|2400|1
016457|C00318196|01930|2013|1000|3400|2
016458|C00318196|01930|2013|1000|3900|3
016459|C00318196|01930|2013|500|4400|4
016461|C00318196|01930|2013|500|4900|5
016510|C00318196|01938|2013|2600|2600|1
032104|C00158881|01940|2013|250|250|1
053260|C00158881|01940|2013|250|500|2
062679|C00298000|01960|2013|500|500|1
016437|C00318196|01970|2013|1000|1000|1
016482|C00318196|01970|2013|1000|2000|2
056437|C00411553|01982|2013|5000|5000|1
074520|C00003418|01983|2013|1000|1000|1
075901|C00003418|01983|2013|250|1250|2
036958|C00024869|02012|2013|334|334|1
036959|C00024869|02012|2013|250|584|2
036960|C00024869|02012|2013|334|918|3
036961|C00024869|02012|2013|334|1318|4
036962|C00024869|02012|2013|334|1734|5
036963|C00024869|02012|2013|334|2068|6
036964|C00024869|02012|2013|334|2402|7
036966|C00024869|02012|2013|334|2736|8
036967|C00024869|02012|2013|334|3070|9
036968|C00024869|02012|2013|334|3486|10
036969|C00024869|02012|2013|334|3820|11
036970|C00024869|02012|2013|334|4154|12
036971|C00024869|02012|2013|334|4488|13
036972|C00024869|02012|2013|334|4822|14
036973|C00024869|02012|2013|334|5156|15
036974|C00024869|02012|2013|334|5490|16
036975|C00024869|02012|2013|334|5840|17
036976|C00024869|02012|2013|334|6174|18
036977|C00024869|02012|2013|334|6508|19
036978|C00024869|02012|2013|334|6842|20
036979|C00024869|02012|2013|334|7176|21
036980|C00024869|02012|2013|334|7510|22
036981|C00024869|02012|2013|334|7926|23
036982|C00024869|02012|2013|334|8176|24
036983|C00024869|02012|2013|334|8426|25
036984|C00024869|02012|2013|334|8676|26
036986|C00024869|02012|2013|334|9010|27
036987|C00024869|02012|2013|334|9344|28
036988|C00024869|02012|2013|334|9678|29
036989|C00024869|02012|2013|334|10094|30
036990|C00024869|02012|2013|334|10510|31
036991|C00024869|02012|2013|334|10926|32
036992|C00024869|02012|2013|334|11260|33
036993|C00024869|02012|2013|334|11594|34
036994|C00024869|02012|2013|334|11844|35
036995|C00024869|02012|2013|334|12178|36
036996|C00024869|02012|2013|334|12512|37
036997|C00024869|02012|2013|334|12846|38
036998|C00024869|02012|2013|334|13180|39
036999|C00024869|02012|2013|334|13430|40
037000|C00024869|02012|2013|334|13764|41
037001|C00024869|02012|2013|334|14064|42
037002|C00024869|02012|2013|334|14480|43
037003|C00024869|02012|2013|334|14730|44
037004|C00024869|02012|2013|334|15064|45
037005|C00024869|02012|2013|334|15398|46
037006|C00024869|02012|2013|334|15798|47
037007|C00024869|02012|2013|334|16214|48
037008|C00024869|02012|2013|334|16548|49
037009|C00024869|02012|2013|334|16882|50
037010|C00024869|02012|2013|334|17216|51
037011|C00024869|02012|2013|334|17550|52
037012|C00024869|02012|2013|334|17759|53
037013|C00024869|02012|2013|334|18175|54
037014|C00024869|02012|2013|334|18591|55
037016|C00024869|02012|2013|334|18925|56
037017|C00024869|02012|2013|334|19341|57
037018|C00024869|02012|2013|334|19757|58
037019|C00024869|02012|2013|334|20091|59
037021|C00024869|02012|2013|334|20507|60
037022|C00024869|02012|2013|334|20841|61
037023|C00024869|02012|2013|334|21091|62
037024|C00024869|02012|2013|334|21425|63
037025|C00024869|02012|2013|334|21759|64
037026|C00024869|02012|2013|334|22093|65
037027|C00024869|02012|2013|334|22393|66
037028|C00024869|02012|2013|334|22727|67
037029|C00024869|02012|2013|334|23061|68
037030|C00024869|02012|2013|334|23395|69
037032|C00024869|02012|2013|334|23645|70
037034|C00024869|02012|2013|334|24020|71
037035|C00024869|02012|2013|334|24436|72
037036|C00024869|02012|2013|334|24770|73
037037|C00024869|02012|2013|334|25186|74
037038|C00024869|02012|2013|334|25520|75
